qmean7913,CC_Area_km2
10655831.57,2
5106612.264,2
6740959.612,2
4029071.109,2
3428109.918,2
1648198.755,2
8193170.2,2
5215191.13,2
10097388.13,2
9936665.112,2
5665412.764,2
2161025.302,2
10686763.01,2
9317226.119,2
9348288.691,2
5962215.298,2
3868794.95,2
8217846.499,2
3249314.873,2
6644515.588,2
5756686.455,2
3766844.279,2
1387501.899,2
5259219.608,2
7859844.74,2
7700121.839,2
8649530.105,2
2863192.723,2
1419948.505,2
2059143.293,2
6884773.956,2
7685407.695,2
4457860.491,2
8101556.291,2
3475607.007,2
1112828.113,2
6606076.922,2
1109390.326,2
4854961.047,2
3570787.693,2
1539199.255,2
1455572.435,2
3922461.984,2
3835727.679,2
6427286.845,2
5695502.926,2
6341876.999,2
6110826.84,2
1425629.594,2
8742580.969,2
6045927.183,2
1291392.184,2
6012342.271,2
2780415.968,2
4004596.711,2
3918350.331,2
4272433.034,2
3109434.755,2
1298598.818,2
6319654.729,2
5687786.966,2
4132852.101,2
4229363.016,2
1940879.613,2
5821752.234,2
6356721.408,2
4160326.269,2
5953864.863,2
3988444.586,2
2629848.815,2
952783.4714,2
3925867.708,2
5843916.878,2
5643818.943,2
930497.0283,2
9254884.493,2
3598603.571,2
5738264.398,2
6653654.407,2
6121382.343,2
5466478.944,2
1410950.886,2
3593229.956,2
5737823.138,2
5748052.313,2
3924281.819,2
1438585.466,2
5747849.694,2
4026117.404,2
5457837.626,2
5675158.824,2
1475972.84,2
4181384.49,2
4653614.154,2
3712137.514,2
5571687.927,2
3886455.289,2
5602520.027,2
5274573.185,2
6210869.817,2
969386.2826,2
4011882.569,2
3654716.396,2
3899161.927,2
1406390.764,2
3852447.702,2
4328801.546,2
6908090.871,2
6023387.694,2
5833941.813,2
3737205.404,2
1236850.66,2
6003680.903,2
5830098.295,2
834699.4495,2
3981069.758,2
3714701.898,2
5000806.096,2
7731736.475,2
4935092.646,2
4255859.209,2
1571735.454,2
4850267.463,2
4617431.748,2
4214343.884,2
858773.6376,2
4497770.351,2
6018601,2
3787193.908,2
5026697.435,2
7406903.692,2
5646493.333,2
3752302.979,2
6116101.365,2
6201431.012,2
3774996.021,2
5358060.948,2
1176129.468,2
4187669.608,2
5593752.451,2
902258.6846,2
3675452.29,2
4061320.228,2
5461424.449,2
1973207.376,2
6307776.561,2
5698952.956,2
3905504.775,2
3919782.097,2
3638971.352,2
11098887.38,2
3823106.128,2
1518072.505,2
1089262.459,2
5802946.142,2
893356.435,2
3824074.666,2
1541913.329,2
843441.5103,2
6791273.784,2
5806579.444,2
3840550.735,2
3672674.077,2
3839775.648,2
2226927.288,2
5935081.019,2
5697481.352,2
4339217.051,2
5437480.551,2
3858485.689,2
2025593.53,2
1053859.486,2
4297446.309,2
1056508.954,2
1710436.95,2
1832862.63,2
2748815.248,2
4676513.788,2
4262656.373,2
3977586.49,2
3020119.741,2
4508712.714,2
1099651.97,2
3591841.734,2
1771711.133,2
1838296.735,2
2146246.831,2
2708519.859,2
1086565.478,2
3331010.506,2
1216717.669,2
3166210.48,2
3533928,2
2584368.878,2
1782195.016,2
1396486.949,2
1748155.738,2
2746303.008,2
3500020.529,2
1185326.917,2
3305933.217,2
982110.0135,2
2511584.278,2
919014.8944,2
1150349.777,2
998671.3858,2
1558375.38,2
4978355.241,2
2791269.324,2
9127532.445,2
2863584.027,2
4466436.884,2
1272900.103,2
1820385.276,2
1195349.165,2
2891677.756,2
2791933.354,2
961874.5082,2
1709398.389,2
3835010.914,2
5042020.603,2
1125044.731,2
1462414.811,2
1439335.568,2
5225369.56,2
1084827.255,2
982882.4752,2
991392.5725,2
4805347.995,2
825213.9318,2
1362881.066,2
1147471.744,2
656319.7503,2
965686.7036,2
1107932.354,2
1064776.844,2
960923.6594,2
994464.6266,2
793781.7182,2
946194.7193,2
935592.9567,2
2862531.935,3
3776902.945,3
3673355.126,3
4023574.052,3
3619117.471,3
2135589.635,3
4272641.519,3
2045261.454,3
1973554.361,3
1927449.296,3
1967262.075,3
2051536.391,3
6134479.267,3
3592286.549,3
4009690.328,3
1878780.797,3
4840163.042,3
2701577.595,3
3653766.456,3
4871979.282,3
1759641.376,3
5984125.668,3
5060038.438,3
7324825.607,3
3339385.28,3
3695379.888,3
2158825.428,3
3752770.488,3
3829398.504,3
3065035.218,3
3204261.319,3
4576483.695,3
3290494.861,3
3348655.568,3
3955727.986,3
4082187.222,3
3993610.944,3
5600758.649,3
3013339.096,3
3237012.057,3
2958170.11,3
8685327.632,3
3760750.157,3
6708289.074,3
2196088.558,3
4734231.472,3
4569508.119,3
9202412.18,3
3212246.252,3
4117644.021,3
2037842.572,3
4066882.356,3
8218466.019,3
2546599.801,3
3907131.859,3
4128708.895,3
4346546.293,3
2567994.758,3
4969770.234,3
4825086.874,3
2940640.248,3
2200345.218,3
4561476.346,3
10417633.11,3
8755665.468,3
4526365.004,3
5172030.383,3
3546716.918,3
5722385.635,3
2814101.913,3
7920183.18,3
7865143.09,3
5493222.461,3
6040571.375,3
7572240.439,3
3321577.132,3
4863580.335,3
6479966.709,3
3045593.814,3
6696567.837,3
4632595.412,3
11259834.51,3
4769285.088,3
5047292.172,3
11370825.11,3
3636518.687,3
11088012.2,3
4818000.661,3
4047965.657,3
2942607.497,3
5864454.656,3
10295137.15,3
7644657.132,3
11375795.78,3
2261637.582,3
4861957.795,3
12658627.49,3
2854106.222,3
10003225.15,3
10439789.01,3
5348455.741,3
11736041.84,3
3538376.07,3
10162901.97,3
9460382.679,3
6050890.46,3
4808276.911,3
4708473.25,3
7989427.093,3
6788856.927,3
4115126.96,3
8828653.027,3
5250482.352,3
3885887.181,3
7036116.047,3
6550527.022,3
4943714.728,3
5079289.811,3
6678803.489,3
8710950.393,3
6549270.916,3
5465742.92,3
4527530.454,3
6974682.046,3
5918301.059,3
5837676.089,3
8834496.183,3
4851145.042,3
6557754.214,3
9518034.109,3
4222063.736,3
5085240.084,3
3665908.217,3
5439710.103,3
3955155.213,3
7027500,3
7485760.429,3
4310034.452,3
3721644.272,3
8538755.067,3
3087314.117,3
5426645.141,3
7082387.393,3
5253455.377,3
5210474.704,3
6094427.152,3
12473079.04,3
6549602.163,3
3854299.825,3
4031894.132,3
3460878.851,3
8257662.538,3
6944325.473,3
2955428.928,3
3207989.813,3
6055004.777,3
3955574.164,3
7791358.856,3
8897722.731,3
3755555.125,3
4488764.191,3
8168666.215,3
2653882.945,3
6774143.434,3
6812981.54,3
7200445.291,3
11025955.07,3
3223257.904,3
4713436.284,3
4474123.895,3
5321959.835,3
3212973.344,3
7670439.815,3
6728769.177,3
5294483.349,3
10040148,3
4690785.716,3
5221295.17,3
5525966.821,3
6170630.604,3
2576986.248,3
4019182.636,3
3012769.51,3
4481443.707,3
14317942.48,3
2345688.166,3
4647652.565,3
3504689.607,3
2643459.327,3
3871791.764,3
3344425.332,3
13475781.17,3
5373388.667,3
2490311.647,3
8578516.937,3
12551408.79,3
4057725.292,3
6058513.135,3
6927371.269,3
12220044.34,3
8432746.357,3
8381015.893,3
5737407.864,3
3580752.254,3
5529456.12,3
20924862.84,3
52642608.76,3
19577821.9,3
2229883.079,3
7179992.327,3
1711435.42,3
1101347.028,3
7761516.957,3
9706277.539,3
7954447.168,3
4662926.359,3
5776901.234,3
8922451.265,3
6441261.839,3
9862467.63,3
6325985.552,3
6235440.057,3
3824420.757,3
6589595.395,3
8042211.938,3
8060436.957,3
5606979.526,3
5995644.939,3
9982915.578,3
5483900.656,3
6437328.582,3
5809134.216,3
1665722.493,3
7871672.809,3
7774084.245,3
8836544.276,3
6972619.788,3
8617410.369,3
8574004.637,3
7814572.503,3
8064525.388,3
6028081.635,3
6146441.282,3
2292350.098,3
1938035.06,3
5213546.479,3
5979297.258,3
10307652.65,3
6099068.504,3
5832596.652,3
3117333.025,3
13785792.12,3
6096174.924,3
7942333.09,3
4115614.414,3
7837142.062,3
8921805.224,3
9932493.618,3
5874510.298,3
961528.7779,3
9104394.803,3
8048094.407,3
5982882.523,3
1254467.07,3
3847209.579,3
6180784.129,3
5556493.508,3
3815282.178,3
8053286.226,3
1443807.609,3
1249077.477,3
6092870.371,3
3893002.808,3
5656573.864,3
2631822.12,3
899998.2315,3
6405024.225,3
3666153.451,3
4877621.127,3
1950941.195,3
7783171.37,3
1297690.164,3
896044.7094,3
3908148.801,3
2164817.434,3
3829233.621,3
1240933.725,3
14558201.23,3
3758480.95,3
8955136.484,3
4434316.28,3
6656206.72,3
2681069.257,3
3387806.873,3
1254546.573,3
1263467.817,3
1096912.042,3
2485256.669,3
4570281.886,3
5766699.621,3
1724584.932,3
2176639.29,3
1858073.801,3
1908731.56,3
992851.0642,3
4148067.678,3
1024602.954,3
2721742.354,3
1236722.797,3
976152.4002,3
1966910.55,3
788559.4994,3
1983148.808,3
2148226.352,3
5857818.533,3
1774624.276,3
9052385.295,3
2217152.106,3
6072225.202,3
1148958.325,3
1713228.409,3
1805650.255,3
1678256.964,3
849746.5593,3
2051648.131,3
1904026.949,3
1943366.344,3
2420244.631,3
5112653.754,3
1732129.336,3
1589566.872,3
1394293.676,3
931559.7262,3
3729835.216,4
4535754.92,4
4926614.706,4
2935366.996,4
2283530.48,4
4840245.182,4
6193153.229,4
4983409.107,4
3855875.8,4
4867981.201,4
4762977.489,4
3781330.016,4
6359179.786,4
10510863.73,4
9931622.14,4
4210432.318,4
3638993.693,4
3315206.463,4
6037633.58,4
3650394.934,4
5107937.232,4
5375243.908,4
5260891.837,4
3465708.382,4
5219164.541,4
5505895.334,4
6486802.889,4
5202589.802,4
3833794.749,4
4245390.547,4
4541191.443,4
4757351.097,4
6103271.036,4
4734616.575,4
9438638.982,4
11484675.06,4
6937571.207,4
4326818.486,4
5823991.562,4
7539239.664,4
8134754.681,4
8067276.093,4
4930111.39,4
7752436.86,4
8060035.266,4
11099865.28,4
10677576.45,4
5314077.803,4
5210047.344,4
8519746.247,4
9470431.988,4
8245591.86,4
3515732.23,4
12929153.06,4
14787083.76,4
5296940.57,4
6025087.873,4
5342658.91,4
6916881.537,4
14086137.65,4
4201928.341,4
10025304.46,4
5982834.321,4
4224525.283,4
7055335.435,4
6967472.871,4
9110609.921,4
5766091.08,4
7187695.063,4
10133667.17,4
12559310.78,4
3996624.748,4
8591493.114,4
7755122.749,4
9288651.247,4
7808319.197,4
9630482.631,4
8226658.312,4
7716180.946,4
11112331.87,4
6659508.77,4
6208100.762,4
6966787.71,4
8940393.481,4
3782442.341,4
4962333.958,4
9600378.114,4
11115811.01,4
8975863.635,4
7220073.693,4
6006787.408,4
6393615.556,4
6955267.899,4
7517126.656,4
6228271.706,4
8708587.036,4
10977809.24,4
4541391.945,4
8838256.888,4
3193549.044,4
12376386.88,4
3324899.898,4
17981585.42,4
15782763.35,4
6701678.296,4
4901962.381,4
6627893.509,4
9297419.204,4
2515299.625,4
10632451.39,4
4946347.809,4
4695326.315,4
5298634.898,4
6398224.754,4
8812925.221,4
3217643.726,4
6194026.942,4
5609685.743,4
9733807.411,4
9784286.16,4
5084663.599,4
10333547.06,4
33972250.02,4
12831076.74,4
7251091.886,4
7466774.047,4
9519725.594,4
1956995.302,4
8327750.937,4
9535628.934,4
1297588.846,4
2656056.557,4
9685024.14,4
7763344.181,4
10212909.37,4
7815748.955,4
7559448.621,4
2725444.643,4
10958453.56,4
5719166.709,4
6462698.833,4
10355062.32,4
1403524.67,4
1886648.386,4
20275531.61,4
8093813.037,4
1455198.517,4
9247838.125,4
6057963.845,4
7151938.959,4
3130486.461,4
6077747.821,4
8308287.018,4
9642496.88,4
2127279.689,4
8594955.954,4
3438092.713,4
11685049.41,4
10119394.75,4
7852219.367,4
7594957.595,4
1920721.756,4
9697054.623,4
2221300.286,4
1953133.898,4
10495701.01,4
2440953.17,4
3714148.693,4
1881138.573,4
6428590.67,4
4308866.147,4
3073658.314,4
2194701.797,4
2278200.368,4
1226296.172,4
3086400.904,4
3043995.337,4
4025232.319,4
10080581.54,4
2246646.691,4
10764585.31,4
1806725.858,4
3096717.103,4
3639036.57,4
3494859.869,4
1430770.465,4
1472147.305,4
2407279.956,4
2471056.238,4
1840592.563,4
958597.3865,4
1394543.471,4
5305428.749,5
5852394.024,5
7895826.741,5
4179786.738,5
5802395.931,5
3812479.792,5
16176637.62,5
4817275.967,5
5564629.73,5
11375814.06,5
6848751.539,5
5479252.014,5
3781063.712,5
4268713.296,5
5410421.216,5
6211084.152,5
2875816.46,5
5432860.919,5
8003889.437,5
2271391.331,5
6597806.072,5
3050755.169,5
2965801.777,5
8309680.72,5
13346222.8,5
6299554.638,5
7486285.047,5
5457701.946,5
8478895.693,5
14836290.14,5
16089024.67,5
8714349.207,5
5533200.434,5
5384407.535,5
11185075.93,5
5819623.93,5
8558888.673,5
5468107.15,5
5994888.728,5
7173533.724,5
12225102.81,5
9479630.345,5
7054786.999,5
5338738.2,5
13651148.2,5
9735277.053,5
5157003.228,5
13832088.85,5
15351567.32,5
14290678.19,5
17880933.76,5
7555807.944,5
13240395.16,5
13485353.08,5
9911852.891,5
10844175.21,5
5880818.42,5
7209128.906,5
4266403.882,5
8513454.7,5
4278267.45,5
10649754.77,5
7674080.732,5
6330674.541,5
26138771.87,5
10336425.4,5
5034284.655,5
14080459.11,5
3991729.299,5
21843914.52,5
4810469.694,5
4222543.388,5
47426977.89,5
14112406.34,5
10233036.6,5
2713673.322,5
12940836.49,5
9671308.399,5
8524378.769,5
10149486.4,5
12597926.99,5
7654217.647,5
7628292.412,5
5831673.624,5
18472742.98,5
7799961.067,5
13291123.53,5
2606807.351,5
2797612.531,5
16171737.98,5
12878129.44,5
9287425.754,5
8976105.822,5
9333744.441,5
5946120.386,5
8336873.157,5
9892498.618,5
9976162.051,5
2847720.726,5
4066111.296,5
3384056.847,5
9450458.727,5
6119796.584,5
7744024.695,5
19704939.04,5
3258218.886,5
10251593.06,5
2038964.348,5
4568512.774,5
6636181.028,5
2019551.465,5
3331496.676,5
4346515.676,5
3860689.504,5
7128743.917,5
1504862.731,5
13486684.99,5
10928873.37,5
3322218.085,5
2751293.434,5
13195324.5,5
3624742.206,5
1296467.155,5
1103427.683,5
4927915.598,6
5510487.195,6
5250549.009,6
12817071.95,6
8322826.54,6
5082117.513,6
6684830.25,6
4208230.11,6
15912664.27,6
16459371.17,6
4793567.172,6
7359795.284,6
3211695.789,6
9956298.374,6
11650544.45,6
8595539.423,6
13022303.68,6
16045144.26,6
16309963.11,6
15543258.92,6
9884674.724,6
7942790.022,6
19103009.38,6
4988372.539,6
13582135.6,6
9014520.204,6
9430242.145,6
16014113.56,6
16502788.8,6
5700335.016,6
8848648.106,6
8934643.037,6
20857572.91,6
12626847.94,6
25170428.16,6
15117271.16,6
6223776.408,6
10650798.37,6
7709337.092,6
13094761.45,6
5069686.576,6
14376151.93,6
6246268.364,6
9191118.679,6
10907790.93,6
13685321.13,6
4080570.807,6
19386864.38,6
7774795.622,6
9767651.197,6
23725875.46,6
2025778.822,6
1708000.472,6
10013693.2,6
16904585.33,6
2884869.723,6
13226697.51,6
16840415.05,6
3697036.861,6
10962459.08,6
14645446.27,6
12809665.71,6
15131439.84,6
14080786.13,6
14448072.11,6
8314955.217,6
11828170.66,6
13755751.57,6
14346063.49,6
7632428.608,6
12773485.85,6
16708095.63,6
14366397.47,6
14873137.59,6
7455504.848,6
13822501.12,6
15229334.66,6
14898964.97,6
9095155.354,6
9122133.687,6
13888420.48,6
9417927.269,6
15800223.24,6
18546967.27,6
24150374.84,6
2734811.634,6
7076440.096,6
10994027.46,6
4489546.491,6
6047757.11,6
14710629.58,6
16539489.8,6
10833569.23,6
3710829.5,6
2264694.998,6
4049635.41,6
2381386.327,6
2424824.463,6
2633801.206,6
1922976.349,6
2431228.548,6
8078480.582,7
12176950.24,7
7632677.98,7
7100688.892,7
12250806.61,7
16302823.52,7
4988208.054,7
9265392.603,7
13167164.13,7
8986074.562,7
10237954.97,7
4458338.608,7
9159010.499,7
18395841.26,7
12216816.32,7
12286577.7,7
14289604.31,7
12528142.15,7
6845510.65,7
8857923.354,7
9963010.305,7
12798502.26,7
20664112.75,7
19981256.14,7
7600304.659,7
10989991.13,7
11619001.09,7
14124771.13,7
13034828.89,7
14890669.75,7
12285402.69,7
7902501.768,7
13666749.81,7
17679796.55,7
5617302.049,7
15293363.25,7
15407556.57,7
11221202.59,7
11063914.74,7
10005229.32,7
19603947.87,7
12137915.07,7
10651091.58,7
4524775.892,7
18111480.17,7
10087772.67,7
31596873.25,7
11475141.44,7
7347236.09,7
5795305.512,7
7284644.804,7
11664822.68,7
10679056.69,7
15375840.38,7
3859795.654,7
19203644.05,7
4702185.267,7
11069932.98,7
15375598.99,7
24385511.65,7
7338369.73,7
15090634.53,7
16920673.49,7
16259884.94,7
13374790.18,7
18150350.52,7
5802816.239,7
9603765.162,7
9662685.119,7
13789955.46,7
7402445.303,7
12533145.18,7
32502270.93,7
3552602.613,7
14783497.96,7
15840222.46,7
3033404.076,7
4201643.651,7
7830253.749,7
7483543.481,7
1547381.63,7
2298483.004,7
4473629.022,7
3867827.183,7
4144235.228,7
3985506.63,7
3393296.292,7
16597510.27,7
2360913.184,7
1087535.848,7
1228510.449,7
7715171.581,8
9309586.971,8
11045418.56,8
18292140.02,8
12476518.75,8
15006848.96,8
8877040.333,8
6785751.41,8
5778788.458,8
5772537.587,8
15381185.37,8
20008860.73,8
11244436.36,8
7621070.387,8
12743009.24,8
10656143.43,8
14297935.71,8
7253396.119,8
15067310.85,8
25299720.02,8
26012660.04,8
19698433.16,8
19941879.82,8
10691726.45,8
9649597.501,8
14460160.78,8
14326919.62,8
9367026.381,8
17449808.87,8
25341964.47,8
19157663.12,8
14990215.5,8
14905484.72,8
22325936.29,8
18939877.29,8
11049794.71,8
12649435.82,8
2352707.771,8
3449975.38,8
9123993.117,8
16121639.8,8
9494297.46,8
20547310.09,8
10632016.67,8
29300838.34,8
22526593.33,8
15596248.01,8
15858294.4,8
18066460.9,8
4140740.576,8
17630757.72,8
1334864.417,8
4544257.832,8
3182257.356,8
4516873.682,8
3265656.061,8
8115749.737,8
14916781.73,8
4417368.997,8
3514500.822,8
18502244.53,8
3064866.147,8
2620808.767,8
3886778.644,8
2806509.746,8
5789673.412,9
11050272.99,9
10889211.22,9
9151707.26,9
26109912.68,9
9006296.612,9
11486727.81,9
12193880.78,9
23813058.99,9
3643142.364,9
26906377.51,9
17709092.53,9
16686870.42,9
8625855.311,9
23750856.63,9
13439043.55,9
15060691.46,9
4867045.447,9
8912539.875,9
14170002.51,9
25557425.14,9
16272036.01,9
30208239.34,9
15863807.08,9
20504523.43,9
37317778.37,9
9526614.14,9
3081813.436,9
33196567.74,9
12409319.82,9
22637020.91,9
28263315.56,9
16042607.87,9
24503382.81,9
23783107.68,9
4477988.416,9
19640086.38,9
24189369.03,9
16192478.04,9
16468127.77,9
43914724.97,9
14817563.7,9
13729000.67,9
4537275.403,9
14055272.28,9
2805842.542,9
4611066.832,10
6737721.11,10
14557436.04,10
14703572.9,10
10602436.21,10
8766076.23,10
10747251.06,10
11785883.43,10
8654881.249,10
11287933.22,10
7948241.547,10
13680900,10
5172638.394,10
16599404.85,10
15513593.22,10
14200960.63,10
13070871.15,10
18748367.06,10
22628878.19,10
34832302.7,10
18089033.86,10
54970570.19,10
24973623.74,10
17190035.63,10
24999851.17,10
21858829.32,10
22196096.01,10
5273674.168,10
21711058.12,10
2396631.12,10
22193727.51,10
63202834.75,10
20234341.11,10
7109034.504,10
13709127.91,10
20553280.14,10
20063050.45,10
6622370.019,10
15320588.19,10
17858561.23,10
4734510.704,10
20529219.49,10
2715195.86,10
5816299.736,10
13085686.6,10
17286983.52,10
16372146.74,10
7191466.439,10
17010392.52,10
5003222.772,10
10828472.42,11
11957126.77,11
10005219.14,11
10661061.47,11
6140951.203,11
11350186.91,11
6898666.914,11
6841854.239,11
6624713.62,11
9069221.365,11
3268754.369,11
10959176.35,11
29797868.68,11
13788083.22,11
14812277.31,11
25540033.04,11
28161429.95,11
23252955.12,11
16268907.61,11
13284703.44,11
20632813.96,11
17673365.45,11
15369358.59,11
9109724.475,11
23680931.6,11
41013854.05,11
32713429.19,11
20119653.58,11
18053352.77,11
15654339.7,11
18256768.1,11
6347240.172,11
22916394.1,11
20338491.97,11
18042554.73,11
46573209.85,11
6842827.99,11
6810759.448,11
17815824.18,11
23305471.88,11
3794823.287,11
4476838.262,11
3689509.35,11
10606271.21,12
13233982.1,12
14713873.5,12
17195490.5,12
27129221.2,12
11310187.24,12
22296359.91,12
10072285.09,12
26695176.28,12
28463844.1,12
18940988.34,12
29141527.52,12
12890395.37,12
31946602.19,12
35804808.55,12
17543893.02,12
23465998.55,12
10894652.34,12
42972171.3,12
40976043.77,12
6227993.536,12
28697368.67,12
26459411.14,12
6205454.756,12
10314323.89,12
9582309.297,12
21167866.53,12
21441935.67,12
62132876.32,12
21856723.88,12
27971768.69,12
28433656.17,12
5850277.82,12
8648766.581,12
21930909.21,12
8847544.525,12
5186303.255,12
4186282.951,12
6476265.137,13
23424320.56,13
14555745.53,13
30384019.35,13
15234809.13,13
14035045.4,13
37756200.12,13
21406004.38,13
7996412.466,13
17477366.81,13
39286720.57,13
46548603.18,13
18181286.54,13
26183749.57,13
28355386.36,13
38179092.91,13
31652411.08,13
19129000.48,13
13925731.74,13
35202312.87,13
26821585.8,13
18809437.73,13
17896555.19,13
15166471.77,13
27526637.12,13
11963642.23,13
7984495.123,13
11788977.23,14
14150758.22,14
13298518.69,14
17436905.01,14
16054592.19,14
48887838.92,14
11587322.98,14
124604843.5,14
18961565.5,14
14207850.76,14
21736525.31,14
21861120.18,14
58396835.36,14
58804477.76,14
29292944.81,14
44673356.31,14
6344822.544,14
4066331.977,14
6783984.398,14
4925063.011,14
6882920.084,14
17083641.08,15
15306131.67,15
3179180.956,15
34803576.2,15
24367756.71,15
42511776.4,15
16771575.28,15
31548580.14,15
41635426.46,15
47100505.04,15
35184618.45,15
14014775.69,15
44120164.7,15
19267265.9,15
53629136.4,15
30313812.55,15
41223834.84,15
39611607.46,15
7885998.085,15
6240260.448,15
37129989.03,15
28519031.44,15
26386681.29,15
29576882.27,15
4908256.671,15
3879196.053,16
16573597.95,16
15962596.72,16
15420740.45,16
49640306.16,16
46281440.57,16
36523199.29,16
30396882.55,16
39487844.41,16
53652865.3,16
46297953.06,16
7160666.082,16
57599908.66,16
38133542.83,16
39741613.3,16
21845733.51,16
46461854.07,16
24168550.81,16
8143573.83,16
7188419.028,16
21532027.21,17
53447783.21,17
26954701.61,17
23411795.01,17
56388159.98,17
34402834.63,17
44948366.6,17
29235552.13,17
9924936.878,17
8189942.77,17
38940890.18,18
16566659.83,18
20070949.78,18
21934151.48,18
43268859.71,18
55782961.66,18
53092942.29,18
52891451.35,18
40337699.65,18
46970802.99,18
30715209.43,18
38741219.33,18
35412439.84,18
75335567.69,18
82507883.14,18
20519775.31,18
5754530.402,18
16996449.31,19
22796201.22,19
46535831.66,19
39693990.42,19
37889568.87,19
61935949.63,19
44757637.44,19
35669623.1,19
53790042.89,19
14329970.99,19
8729969.189,19
42403348.92,19
11848460.75,19
46057357.33,20
57013261.52,20
30633109.87,20
27066631.32,20
65114772.99,20
62557098.91,20
35776698.43,20
71479289.86,20
43921331.25,20
58381251.29,20
36046366.1,20
61563991.84,20
65818351.85,20
24595055.84,20
9149346.186,20
42257199.66,20
52895670.94,20
4643526.772,20
